ngbo:NGBO_6005634	ngbo:NGBO_6005675	
ngbo:NGBO_6005629	ngbo:NGBO_6005670	
ngbo:NGBO_6005616	ngbo:NGBO_6005657	
ngbo:NGBO_6005633	ngbo:NGBO_6005674	
ngbo:NGBO_6005620	ngbo:NGBO_6005661	
ngbo:NGBO_6005628	ngbo:NGBO_6005669	
ngbo:NGBO_6005615	ngbo:NGBO_6005656	
KFSHIexomedata013	ngbo:exome_sequencing	
ngbo:NGBO_6005632	ngbo:NGBO_6005673	
ngbo:NGBO_6005636	ngbo:NGBO_6005677	
ngbo:NGBO_6005623	ngbo:NGBO_6005664	
ngbo:KFMCexomedata01	ngbo:exome_sequencing	
ngbo:NGBO_6005618	ngbo:NGBO_6005659	
ngbo:NGBO_6005635	ngbo:NGBO_6005676	
ngbo:NGBO_6005622	ngbo:NGBO_6005663	
ngbo:NGBO_6005617	ngbo:NGBO_6005658	
ngbo:NGBO_6005621	ngbo:NGBO_6005662	
ngbo:NGBO_6005625	ngbo:NGBO_6005666	
ngbo:NGBO_6005612	ngbo:NGBO_6005653	
ngbo:NGBO_6005638	ngbo:NGBO_6005679	
ngbo:NGBO_6005641	ngbo:NGBO_6005682	
ngbo:NGBO_6005637	ngbo:NGBO_6005678	
ngbo:NGBO_6005624	ngbo:NGBO_6005665	
ngbo:NGBO_6005611	ngbo:NGBO_6005652	
ngbo:NGBO_6005619	ngbo:NGBO_6005660	
ngbo:NGBO_6005640	ngbo:NGBO_6005681	
ngbo:NGBO_6005639	ngbo:NGBO_6005680	
ngbo:NGBO_6005627	ngbo:NGBO_6005668	
ngbo:NGBO_6005614	ngbo:NGBO_6005655	
ngbo:NGBO_6005643	ngbo:NGBO_6005684	
ngbo:NGBO_6005631	ngbo:NGBO_6005672	
ngbo:NGBO_6005613	ngbo:NGBO_6005654	
ngbo:NGBO_6005626	ngbo:NGBO_6005667	
ngbo:NGBO_6005630	ngbo:NGBO_6005671	
ngbo:NGBO_6005408	ngbo:NGBO_6005656	
ngbo:NGBO_6005412	ngbo:NGBO_6005660	
ngbo:NGBO_6005514	ngbo:NGBO_6005561	
ngbo:NGBO_6005514	ngbo:NGBO_6005682	
ngbo:NGBO_6005407	ngbo:NGBO_6005534	
ngbo:specimen_033	ngbo:exome_sequencing	
ngbo:specimen_033	ngbo:NGBO_6005562	
ngbo:NGBO_6005411	ngbo:NGBO_6005538	
ngbo:NGBO_6005406	ngbo:NGBO_6005533	
ngbo:NGBO_6005414	ngbo:NGBO_6005662	
ngbo:NGBO_6005516	ngbo:NGBO_6005563	
ngbo:NGBO_6005516	ngbo:NGBO_6005684	
ngbo:NGBO_6005409	ngbo:NGBO_6005536	
ngbo:NGBO_6005426	ngbo:NGBO_6005674	
ngbo:NGBO_6005413	ngbo:NGBO_6005661	
ngbo:specimen_001	ngbo:exome_sequencing	
ngbo:NGBO_6005519	ngbo:NGBO_6005687	
ngbo:NGBO_6005519	ngbo:NGBO_6005566	
ngbo:NGBO_6005518	ngbo:NGBO_6005565	
ngbo:NGBO_6005518	ngbo:NGBO_6005686	
ngbo:NGBO_6005419	ngbo:NGBO_6005667	
ngbo:NGBO_6005410	ngbo:NGBO_6005537	
ngbo:NGBO_6005512	ngbo:NGBO_6005680	
ngbo:NGBO_6005512	ngbo:NGBO_6005559	
ngbo:NGBO_6005418	ngbo:NGBO_6005545	
ngbo:NGBO_6005422	ngbo:NGBO_6005549	
ngbo:NGBO_6005526	ngbo:NGBO_6005539	
ngbo:NGBO_6005526	ngbo:NGBO_6005530	
ngbo:NGBO_6005526	ngbo:NGBO_6005543	
ngbo:NGBO_6005526	ngbo:NGBO_6005538	
ngbo:NGBO_6005526	ngbo:NGBO_6005542	
ngbo:NGBO_6005526	ngbo:NGBO_6005545	
ngbo:NGBO_6005526	ngbo:NGBO_6005532	
ngbo:NGBO_6005526	ngbo:NGBO_6005544	
ngbo:NGBO_6005526	ngbo:NGBO_6005531	
ngbo:NGBO_6005526	ngbo:NGBO_6005548	
ngbo:NGBO_6005526	ngbo:NGBO_6005535	
ngbo:NGBO_6005526	ngbo:NGBO_6005534	
ngbo:NGBO_6005526	ngbo:NGBO_6005547	
ngbo:NGBO_6005526	ngbo:NGBO_6005546	
ngbo:NGBO_6005526	ngbo:NGBO_6005533	
ngbo:NGBO_6005526	ngbo:NGBO_6005537	
ngbo:NGBO_6005526	ngbo:NGBO_6005541	
ngbo:NGBO_6005526	ngbo:NGBO_6005549	
ngbo:NGBO_6005526	ngbo:NGBO_6005536	
ngbo:NGBO_6005526	ngbo:NGBO_6005540	
ngbo:NGBO_6005527	ngbo:NGBO_6005561	
ngbo:NGBO_6005527	ngbo:NGBO_6005569	
ngbo:NGBO_6005527	ngbo:NGBO_6005556	
ngbo:NGBO_6005527	ngbo:NGBO_6005560	
ngbo:NGBO_6005527	ngbo:NGBO_6005568	
ngbo:NGBO_6005527	ngbo:NGBO_6005555	
ngbo:NGBO_6005527	ngbo:NGBO_6005559	
ngbo:NGBO_6005527	ngbo:NGBO_6005563	
ngbo:NGBO_6005527	ngbo:NGBO_6005550	
ngbo:NGBO_6005527	ngbo:NGBO_6005558	
ngbo:NGBO_6005527	ngbo:NGBO_6005562	
ngbo:NGBO_6005527	ngbo:NGBO_6005557	
ngbo:NGBO_6005527	ngbo:NGBO_6005565	
ngbo:NGBO_6005527	ngbo:NGBO_6005552	
ngbo:NGBO_6005527	ngbo:NGBO_6005564	
ngbo:NGBO_6005527	ngbo:NGBO_6005551	
ngbo:NGBO_6005527	ngbo:NGBO_6005567	
ngbo:NGBO_6005527	ngbo:NGBO_6005554	
ngbo:NGBO_6005527	ngbo:NGBO_6005553	
ngbo:NGBO_6005527	ngbo:NGBO_6005566	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005670	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005684	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005666	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005653	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005679	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005671	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005672	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005685	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005654	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005667	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005659	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005681	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005664	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005677	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005682	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005652	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005665	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005678	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005657	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005662	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005675	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005688	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005658	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005680	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005663	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005676	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005689	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005690	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005673	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005686	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005655	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005668	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005669	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005660	
ngbo:illumina_HiSeq_4000	ngbo:exome_sequencing	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005661	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005674	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005687	
ngbo:illumina_HiSeq_4000	ngbo:NGBO_6005656	
ngbo:NGBO_6005648	ngbo:NGBO_6005689	
ngbo:NGBO_6005647	ngbo:NGBO_6005688	
ngbo:NGBO_6005649	ngbo:NGBO_6005690	
ngbo:NGBO_6005644	ngbo:NGBO_6005685	
ngbo:NGBO_6005646	ngbo:NGBO_6005687	
ngbo:NGBO_6005645	ngbo:NGBO_6005686	
ngbo:NGBO_6005525	ngbo:NGBO_6005545	
ngbo:NGBO_6005523	ngbo:NGBO_6005558	
ngbo:NGBO_6005525	ngbo:NGBO_6005532	
ngbo:NGBO_6005523	ngbo:NGBO_6005563	
ngbo:NGBO_6005523	ngbo:NGBO_6005561	
ngbo:NGBO_6005525	ngbo:NGBO_6005539	
ngbo:NGBO_6005523	ngbo:NGBO_6005557	
ngbo:NGBO_6005525	ngbo:NGBO_6005544	
ngbo:NGBO_6005525	ngbo:NGBO_6005531	
ngbo:NGBO_6005523	ngbo:NGBO_6005562	
ngbo:NGBO_6005523	ngbo:NGBO_6005560	
ngbo:NGBO_6005525	ngbo:NGBO_6005538	
ngbo:NGBO_6005523	ngbo:NGBO_6005569	
ngbo:NGBO_6005525	ngbo:NGBO_6005543	
ngbo:NGBO_6005523	ngbo:NGBO_6005556	
ngbo:NGBO_6005525	ngbo:NGBO_6005530	
ngbo:NGBO_6005525	ngbo:NGBO_6005537	
ngbo:NGBO_6005523	ngbo:NGBO_6005568	
ngbo:NGBO_6005523	ngbo:NGBO_6005555	
ngbo:NGBO_6005525	ngbo:NGBO_6005542	
ngbo:NGBO_6005525	ngbo:NGBO_6005549	
ngbo:NGBO_6005525	ngbo:NGBO_6005536	
ngbo:NGBO_6005523	ngbo:NGBO_6005567	
ngbo:NGBO_6005525	ngbo:NGBO_6005541	
ngbo:NGBO_6005523	ngbo:NGBO_6005554	
ngbo:NGBO_6005525	ngbo:NGBO_6005548	
ngbo:NGBO_6005525	ngbo:NGBO_6005535	
ngbo:NGBO_6005523	ngbo:NGBO_6005566	
ngbo:NGBO_6005523	ngbo:NGBO_6005553	
ngbo:NGBO_6005525	ngbo:NGBO_6005540	
ngbo:NGBO_6005525	ngbo:NGBO_6005547	
ngbo:NGBO_6005525	ngbo:NGBO_6005534	
ngbo:NGBO_6005523	ngbo:NGBO_6005565	
ngbo:NGBO_6005523	ngbo:NGBO_6005552	
ngbo:NGBO_6005523	ngbo:NGBO_6005550	
ngbo:NGBO_6005523	ngbo:NGBO_6005559	
ngbo:NGBO_6005525	ngbo:NGBO_6005546	
ngbo:NGBO_6005525	ngbo:NGBO_6005533	
ngbo:NGBO_6005523	ngbo:NGBO_6005564	
ngbo:NGBO_6005523	ngbo:NGBO_6005551	
ngbo:KFSHI_biobank	ngbo:NGBO_6005519	
ngbo:kfmc_biobank	ngbo:NGBO_6005414	
ngbo:KFSHI_biobank	ngbo:NGBO_6005518	
ngbo:KFSHI_biobank	ngbo:NGBO_6005429	
ngbo:kfmc_biobank	ngbo:NGBO_6005413	
ngbo:kfmc_biobank	ngbo:NGBO_6005409	
ngbo:kfmc_biobank	ngbo:NGBO_6005412	
ngbo:KFSHI_biobank	ngbo:NGBO_6005513	
ngbo:kfmc_biobank	ngbo:NGBO_6005408	
ngbo:KFSHI_biobank	ngbo:NGBO_6005424	
ngbo:KFSHI_biobank	ngbo:NGBO_6005442	
ngbo:kfmc_biobank	ngbo:NGBO_6005411	
ngbo:KFSHI_biobank	ngbo:NGBO_6005512	
ngbo:KFSHI_biobank	ngbo:NGBO_6005423	
ngbo:kfmc_biobank	ngbo:NGBO_6005407	
ngbo:KFSHI_biobank	ngbo:NGBO_6005441	
ngbo:kfmc_biobank	ngbo:NGBO_6005410	
ngbo:kfmc_biobank	ngbo:NGBO_6005405	
ngbo:KFSHI_biobank	ngbo:NGBO_6005426	
ngbo:kfmc_biobank	ngbo:specimen_001	
ngbo:kfmc_biobank	ngbo:NGBO_6005419	
ngbo:kfmc_biobank	ngbo:NGBO_6005406	
ngbo:KFSHI_biobank	ngbo:NGBO_6005520	
ngbo:KFSHI_biobank	ngbo:NGBO_6005431	
ngbo:kfmc_biobank	ngbo:NGBO_6005422	
ngbo:kfmc_biobank	ngbo:NGBO_6005404	
ngbo:KFSHI_biobank	ngbo:NGBO_6005514	
ngbo:KFSHI_biobank	ngbo:NGBO_6005425	
ngbo:kfmc_biobank	ngbo:NGBO_6005418	
ngbo:KFSHI_biobank	ngbo:NGBO_6005430	
ngbo:kfmc_biobank	ngbo:NGBO_6005421	
ngbo:KFSHI_biobank	ngbo:NGBO_6005517	
ngbo:KFSHI_biobank	ngbo:NGBO_6005428	
ngbo:kfmc_biobank	ngbo:NGBO_6005416	
ngbo:kfmc_biobank	ngbo:NGBO_6005417	
ngbo:KFSHI_biobank	ngbo:specimen_033	
ngbo:KFSHI_biobank	ngbo:NGBO_6005516	
ngbo:kfmc_biobank	ngbo:NGBO_6005415	
ngbo:KFSHI_biobank	ngbo:NGBO_6005427	
ngbo:kfmc_biobank	ngbo:NGBO_6005420